,Ville,Code,Ville+Code
28734,fouchécourt,70160,fouchécourt-70160
28735,cult,70150,cult-70150
28736,villers-lès-luxeuil,70300,villers-lès-luxeuil-70300
28737,abelcourt,70300,abelcourt-70300
28738,esmoulières,70310,esmoulières-70310
28739,froideterre,70200,froideterre-70200
28740,champagney,70290,champagney-70290
28741,magny-danigon,70200,magny-danigon-70200
28742,passavant-la-rochère,70210,passavant-la-rochère-70210
28743,moffans-et-vacheresse,70200,moffans-et-vacheresse-70200
28744,montigny-lès-cherlieu,70500,montigny-lès-cherlieu-70500
28745,semmadon,70120,semmadon-70120
28746,breuchotte,70280,breuchotte-70280
28747,contréglise,70160,contréglise-70160
28748,port-sur-saône,70170,port-sur-saône-70170
28749,bassigney,70800,bassigney-70800
28750,pin,70150,pin-70150
28751,montdoré,70210,montdoré-70210
28752,pusy-et-épenoux,70000,pusy-et-épenoux-70000
28753,lantenot,70200,lantenot-70200
28754,francalmont,70800,francalmont-70800
28755,la roche-morey,70120,la roche-morey-70120
28756,le val-de-gouhenans,70200,le val-de-gouhenans-70200
28757,thieffrans,70230,thieffrans-70230
28758,belfahy,70290,belfahy-70290
28759,frotey-lès-lure,70200,frotey-lès-lure-70200
28760,broye-aubigney-montseugny,70140,broye-aubigney-montseugny-70140
28761,ruhans,70190,ruhans-70190
28762,raincourt,70500,raincourt-70500
28763,pennesières,70190,pennesières-70190
28764,miellin,70440,miellin-70440
28765,poyans,70100,poyans-70100
28766,la bruyère,70280,la bruyère-70280
28767,chariez,70000,chariez-70000
28768,belonchamp,70270,belonchamp-70270
28769,tincey-et-pontrebeau,70120,tincey-et-pontrebeau-70120
28770,crevans-et-la-chapelle-lès-granges,70400,crevans-et-la-chapelle-lès-granges-70400
28771,chaux-la-lotière,70190,chaux-la-lotière-70190
28772,plancher-les-mines,70290,plancher-les-mines-70290
28773,beveuge,70110,beveuge-70110
28774,aillevillers-et-lyaumont,70320,aillevillers-et-lyaumont-70320
28775,anjeux,70800,anjeux-70800
28776,oppenans,70110,oppenans-70110
28777,saint-ferjeux,70110,saint-ferjeux-70110
28778,malvillers,70120,malvillers-70120
28779,chassey-lès-montbozon,70230,chassey-lès-montbozon-70230
28780,molay,70120,molay-70120
28781,malans,70140,malans-70140
28782,grandvelle-et-le-perrenot,70190,grandvelle-et-le-perrenot-70190
28783,velesmes-échevanne,70100,velesmes-échevanne-70100
28784,varogne,70240,varogne-70240
28785,vellefrie,70240,vellefrie-70240
28786,fleurey-lès-saint-loup,70800,fleurey-lès-saint-loup-70800
28787,montboillon,70700,montboillon-70700
28788,gevigney-et-mercey,70500,gevigney-et-mercey-70500
28789,genevreuille,70240,genevreuille-70240
28790,chemilly,70360,chemilly-70360
28791,la vaivre,70320,la vaivre-70320
28792,saint-sulpice,70110,saint-sulpice-70110
28793,vernois-sur-mance,70500,vernois-sur-mance-70500
28794,corbenay,70320,corbenay-70320
28795,montessaux,70270,montessaux-70270
28796,saint-loup-sur-semouse,70800,saint-loup-sur-semouse-70800
28797,apremont,70100,apremont-70100
28798,provenchère,70170,provenchère-70170
28799,arpenans,70200,arpenans-70200
28800,champey,70400,champey-70400
28801,gray-la-ville,70100,gray-la-ville-70100
28802,rupt-sur-saône,70360,rupt-sur-saône-70360
28803,neuvelle-lès-cromary,70190,neuvelle-lès-cromary-70190
28804,velet,70100,velet-70100
28805,voray-sur-l'ognon,70190,voray-sur-l'ognon-70190
28806,calmoutier,70240,calmoutier-70240
28807,champvans,70100,champvans-70100
28808,aroz,70360,aroz-70360
28809,essertenne-et-cecey,70100,essertenne-et-cecey-70100
28810,pont-sur-l'ognon,70110,pont-sur-l'ognon-70110
28811,villers-bouton,70190,villers-bouton-70190
28812,vy-lès-filain,70230,vy-lès-filain-70230
28813,venère,70100,venère-70100
28814,mercey-sur-saône,70130,mercey-sur-saône-70130
28815,vregille,70150,vregille-70150
28816,gouhenans,70110,gouhenans-70110
28817,brussey,70150,brussey-70150
28818,roche-et-raucourt,70180,roche-et-raucourt-70180
28819,hugier,70150,hugier-70150
28820,vy-lès-rupt,70120,vy-lès-rupt-70120
28821,vellefrey-et-vellefrange,70700,vellefrey-et-vellefrange-70700
28822,boulot,70190,boulot-70190
28823,recologne-lès-rioz,70190,recologne-lès-rioz-70190
28824,faymont,70200,faymont-70200
28825,broye-les-loups-et-verfontaine,70100,broye-les-loups-et-verfontaine-70100
28826,ferrières-lès-ray,70130,ferrières-lès-ray-70130
28827,maussans,70230,maussans-70230
28828,neuvelle-lès-la-charité,70130,neuvelle-lès-la-charité-70130
28829,lieffrans,70190,lieffrans-70190
28830,fallon,70110,fallon-70110
28831,bousseraucourt,70500,bousseraucourt-70500
28832,la villedieu-en-fontenette,70160,la villedieu-en-fontenette-70160
28833,sorans-lès-breurey,70190,sorans-lès-breurey-70190
28834,cintrey,70120,cintrey-70120
28835,servance,70440,servance-70440
28836,vallerois-lorioz,70000,vallerois-lorioz-70000
28837,pesmes,70140,pesmes-70140
28838,mélisey,70270,mélisey-70270
28839,hyet,70190,hyet-70190
28840,maizières,70190,maizières-70190
28841,chassey-lès-scey,70360,chassey-lès-scey-70360
28842,frahier-et-chatebier,70400,frahier-et-chatebier-70400
28843,fessey,70310,fessey-70310
28844,chambornay-lès-pin,70150,chambornay-lès-pin-70150
28845,saint-broing,70100,saint-broing-70100
28846,alaincourt,70210,alaincourt-70210
28847,venisey,70500,venisey-70500
28848,clairegoutte,70200,clairegoutte-70200
28849,mont-le-vernois,70000,mont-le-vernois-70000
28850,cromary,70190,cromary-70190
28851,champtonnay,70100,champtonnay-70100
28852,villers-le-sec,70000,villers-le-sec-70000
28853,beaujeu-saint-vallier-pierrejux-et-quitteur,70100,beaujeu-saint-vallier-pierrejux-et-quitteur-70100
28854,charmoille,70000,charmoille-70000
28855,frotey-lès-vesoul,70000,frotey-lès-vesoul-70000
28856,colombotte,70240,colombotte-70240
28857,augicourt,70500,augicourt-70500
28858,montagney,70140,montagney-70140
28859,autrey-le-vay,70110,autrey-le-vay-70110
28860,étobon,70400,étobon-70400
28861,saponcourt,70210,saponcourt-70210
28862,vellexon-queutrey-et-vaudey,70130,vellexon-queutrey-et-vaudey-70130
28863,la grande-résie,70140,la grande-résie-70140
28864,lœuilley,70100,lœuilley-70100
28865,esboz-brest,70300,esboz-brest-70300
28866,scye,70170,scye-70170
28867,fédry,70120,fédry-70120
28868,oricourt,70110,oricourt-70110
28869,moimay,70110,moimay-70110
28870,la neuvelle-lès-lure,70200,la neuvelle-lès-lure-70200
28871,servigney,70240,servigney-70240
28872,vauconcourt-nervezain,70120,vauconcourt-nervezain-70120
28873,ainvelle,70800,ainvelle-70800
28874,franchevelle,70200,franchevelle-70200
28875,fougerolles,70220,fougerolles-70220
28876,framont,70600,framont-70600
28877,neurey-en-vaux,70160,neurey-en-vaux-70160
28878,arc-lès-gray,70100,arc-lès-gray-70100
28879,amont-et-effreney,70310,amont-et-effreney-70310
28880,chambornay-lès-bellevaux,70190,chambornay-lès-bellevaux-70190
28881,frédéric-fontaine,70200,frédéric-fontaine-70200
28882,fresse,70270,fresse-70270
28883,aboncourt-gesincourt,70500,aboncourt-gesincourt-70500
28884,citers,70300,citers-70300
28885,écromagny,70270,écromagny-70270
28886,ormoiche,70300,ormoiche-70300
28887,traitiéfontaine,70190,traitiéfontaine-70190
28888,rigny,70100,rigny-70100
28889,secenans,70400,secenans-70400
28890,lucenay-l'évêque,71540,lucenay-l'évêque-71540
28891,genouilly,71460,genouilly-71460
28892,culles-les-roches,71460,culles-les-roches-71460
28893,brandon,71520,brandon-71520
28894,sevrey,71100,sevrey-71100
28895,ratenelle,71290,ratenelle-71290
28896,marcilly-lès-buxy,71390,marcilly-lès-buxy-71390
28897,lugny-lès-charolles,71120,lugny-lès-charolles-71120
28898,grury,71760,grury-71760
28899,chaudenay,71150,chaudenay-71150
28900,marly-sous-issy,71760,marly-sous-issy-71760
28901,le villars,71700,le villars-71700
28902,bray,71250,bray-71250
28903,bissy-sous-uxelles,71460,bissy-sous-uxelles-71460
28904,saint-racho,71800,saint-racho-71800
28905,saint-sernin-du-plain,71510,saint-sernin-du-plain-71510
28906,montceaux-l'étoile,71110,montceaux-l'étoile-71110
28907,perreuil,71510,perreuil-71510
28908,saint-laurent-d'andenay,71210,saint-laurent-d'andenay-71210
28909,ozenay,71700,ozenay-71700
28910,joudes,71480,joudes-71480
28911,l'abergement-de-cuisery,71290,l'abergement-de-cuisery-71290
28912,le fay,71580,le fay-71580
28913,saint-christophe-en-bresse,71370,saint-christophe-en-bresse-71370
28914,bergesserin,71250,bergesserin-71250
28915,vitry-sur-loire,71140,vitry-sur-loire-71140
28916,marly-sur-arroux,71420,marly-sur-arroux-71420
28917,gigny-sur-saône,71240,gigny-sur-saône-71240
28918,saint-privé,71390,saint-privé-71390
28919,colombier-en-brionnais,71800,colombier-en-brionnais-71800
28920,saint-vallerin,71390,saint-vallerin-71390
28921,saint-germain-du-plain,71370,saint-germain-du-plain-71370
28922,trambly,71520,trambly-71520
28923,saint-martin-belle-roche,71118,saint-martin-belle-roche-71118
28924,curtil-sous-buffières,71520,curtil-sous-buffières-71520
28925,ameugny,71460,ameugny-71460
28926,saint-clément-sur-guye,71460,saint-clément-sur-guye-71460
28927,sercy,71460,sercy-71460
28928,branges,71500,branges-71500
28929,huilly-sur-seille,71290,huilly-sur-seille-71290
28930,saint-berain-sous-sanvignes,71300,saint-berain-sous-sanvignes-71300
28931,saint-léger-sous-la-bussière,71520,saint-léger-sous-la-bussière-71520
28932,montjay,71310,montjay-71310
28933,savigny-sur-grosne,71460,savigny-sur-grosne-71460
28934,saint-romain-sous-versigny,71420,saint-romain-sous-versigny-71420
28935,prizy,71610,prizy-71610
28936,saint-firmin,71670,saint-firmin-71670
28937,berzé-le-châtel,71960,berzé-le-châtel-71960
28938,la boulaye,71320,la boulaye-71320
28939,amanzé,71610,amanzé-71610
28940,gourdon,71690,gourdon-71690
28941,varennes-saint-sauveur,71480,varennes-saint-sauveur-71480
28942,montagny-sur-grosne,71520,montagny-sur-grosne-71520
28943,broye,71190,broye-71190
28944,tancon,71740,tancon-71740
28945,dracy-saint-loup,71400,dracy-saint-loup-71400
28946,sancé,71000,sancé-71000
28947,lays-sur-le-doubs,71270,lays-sur-le-doubs-71270
28948,saint-vallier,71230,saint-vallier-71230
28949,laizy,71190,laizy-71190
28950,bantanges,71500,bantanges-71500
28951,auxy,71400,auxy-71400
28952,barnay,71540,barnay-71540
28953,ligny-en-brionnais,71110,ligny-en-brionnais-71110
28954,guerreaux,71160,guerreaux-71160
28955,châtenay,71800,châtenay-71800
28956,saint-bonnet-de-joux,71220,saint-bonnet-de-joux-71220
28957,saint-laurent-en-brionnais,71800,saint-laurent-en-brionnais-71800
28958,saint-bonnet-de-vieille-vigne,71430,saint-bonnet-de-vieille-vigne-71430
28959,étang-sur-arroux,71190,étang-sur-arroux-71190
28960,la chapelle-sous-dun,71800,la chapelle-sous-dun-71800
28961,frangy-en-bresse,71330,frangy-en-bresse-71330
28962,briant,71110,briant-71110
28963,lux,71100,lux-71100
28964,bresse-sur-grosne,71460,bresse-sur-grosne-71460
28965,neuvy-grandchamp,71130,neuvy-grandchamp-71130
28966,louhans,71500,louhans-71500
28967,mellecey,71640,mellecey-71640
28968,tournus,71700,tournus-71700
28969,laives,71240,laives-71240
28970,cuisery,71290,cuisery-71290
28971,baugy,71110,baugy-71110
28972,changy,71120,changy-71120
28973,reclesne,71540,reclesne-71540
28974,sailly,71250,sailly-71250
28975,jugy,71240,jugy-71240
28976,la truchère,71290,la truchère-71290
28977,charette-varennes,71270,charette-varennes-71270
28978,sully,71360,sully-71360
28979,montret,71440,montret-71440
28980,saint-émiland,71490,saint-émiland-71490
28981,chassy,71130,chassy-71130
28982,condal,71480,condal-71480
28983,château,71250,château-71250
28984,vaux-en-pré,71460,vaux-en-pré-71460
28985,serrières,71960,serrières-71960
28986,saint-léger-sur-dheune,71510,saint-léger-sur-dheune-71510
28987,torcy,71210,torcy-71210
28988,varennes-sous-dun,71800,varennes-sous-dun-71800
28989,volesvres,71600,volesvres-71600
28990,saint-bonnet-de-cray,71340,saint-bonnet-de-cray-71340
28991,champagny-sous-uxelles,71460,champagny-sous-uxelles-71460
28992,marcilly-la-gueurce,71120,marcilly-la-gueurce-71120
28993,oudry,71420,oudry-71420
28994,bissey-sous-cruchaud,71390,bissey-sous-cruchaud-71390
28995,fleury-la-montagne,71340,fleury-la-montagne-71340
28996,ozolles,71120,ozolles-71120
28997,leynes,71570,leynes-71570
28998,saint-bonnet-en-bresse,71310,saint-bonnet-en-bresse-71310
28999,chasselas,71570,chasselas-71570
29000,pierreclos,71960,pierreclos-71960
29001,essertenne,71510,essertenne-71510
29002,romanèche-thorins,71570,romanèche-thorins-71570
29003,la chapelle-thècle,71470,la chapelle-thècle-71470
29004,saint-nizier-sur-arroux,71190,saint-nizier-sur-arroux-71190
29005,lacrost,71700,lacrost-71700
29006,la vineuse,71250,la vineuse-71250
29007,igornay,71540,igornay-71540
29008,saint-forgeot,71400,saint-forgeot-71400
29009,clessy,71130,clessy-71130
29010,fontaines,71150,fontaines-71150
29011,curbigny,71800,curbigny-71800
29012,saint-martin-du-lac,71110,saint-martin-du-lac-71110
29013,créot,71490,créot-71490
29014,jalogny,71250,jalogny-71250
29015,sermesse,71350,sermesse-71350
29016,simandre,71290,simandre-71290
29017,cortevaix,71460,cortevaix-71460
29018,saint-rémy,71100,saint-rémy-71100
29019,jouvençon,71290,jouvençon-71290
29020,pierre-de-bresse,71270,pierre-de-bresse-71270
29021,cortambert,71250,cortambert-71250
29022,dettey,71190,dettey-71190
29023,poisson,71600,poisson-71600
29024,anzy-le-duc,71110,anzy-le-duc-71110
29025,chérizet,71250,chérizet-71250
29026,beaumont-sur-grosne,71240,beaumont-sur-grosne-71240
29027,mercurey,71640,mercurey-71640
29028,la tagnière,71190,la tagnière-71190
29029,montchanin,71210,montchanin-71210
29030,verjux,71590,verjux-71590
29031,serley,71310,serley-71310
29032,mancey,71240,mancey-71240
29033,bouhans,71330,bouhans-71330
29034,sens-sur-seille,71330,sens-sur-seille-71330
29035,cordesse,71540,cordesse-71540
29036,saint-martin-en-bresse,71620,saint-martin-en-bresse-71620
29037,châtel-moron,71510,châtel-moron-71510
29038,demigny,71150,demigny-71150
29039,taizé,71250,taizé-71250
29040,thurey,71440,thurey-71440
29041,saint-germain-du-bois,71330,saint-germain-du-bois-71330
29042,fuissé,71960,fuissé-71960
29043,chambilly,71110,chambilly-71110
29044,vendenesse-sur-arroux,71130,vendenesse-sur-arroux-71130
29045,l'hôpital-le-mercier,71600,l'hôpital-le-mercier-71600
29046,verosvres,71220,verosvres-71220
29047,marmagne,71710,marmagne-71710
29048,le creusot,71200,le creusot-71200
29049,dezize-lès-maranges,71150,dezize-lès-maranges-71150
29050,mouthier-en-bresse,71270,mouthier-en-bresse-71270
29051,germolles-sur-grosne,71520,germolles-sur-grosne-71520
29052,digoin,71160,digoin-71160
29053,saint-usuge,71500,saint-usuge-71500
29054,igé,71960,igé-71960
29055,la chapelle-saint-sauveur,71310,la chapelle-saint-sauveur-71310
29056,bragny-sur-saône,71350,bragny-sur-saône-71350
29057,saint-germain-lès-buxy,71390,saint-germain-lès-buxy-71390
29058,châtenoy-en-bresse,71380,châtenoy-en-bresse-71380
29059,cersot,71390,cersot-71390
29060,jully-lès-buxy,71390,jully-lès-buxy-71390
29061,fley,71390,fley-71390
29062,saint-cyr,71240,saint-cyr-71240
29063,saillenard,71580,saillenard-71580
29064,montceau-les-mines,71300,montceau-les-mines-71300
29065,charnay-lès-mâcon,71850,charnay-lès-mâcon-71850
29066,écuelles,71350,écuelles-71350
29067,mussy-sous-dun,71170,mussy-sous-dun-71170
29068,sornay,71500,sornay-71500
29069,salornay-sur-guye,71250,salornay-sur-guye-71250
29070,étrigny,71240,étrigny-71240
29071,chevagny-sur-guye,71220,chevagny-sur-guye-71220
29072,cormatin,71460,cormatin-71460
29073,la motte-saint-jean,71160,la motte-saint-jean-71160
29074,berzé-la-ville,71960,berzé-la-ville-71960
29075,vendenesse-lès-charolles,71120,vendenesse-lès-charolles-71120
29076,suin,71220,suin-71220
29077,mary,71690,mary-71690
29078,sarry,71110,sarry-71110
29079,lugny,71260,lugny-71260
29080,coublanc,71170,coublanc-71170
29081,saint-yan,71600,saint-yan-71600
29082,mont-lès-seurre,71270,mont-lès-seurre-71270
29083,saint-julien-de-civry,71610,saint-julien-de-civry-71610
29084,chagny,71150,chagny-71150
29085,frontenard,71270,frontenard-71270
29086,flagy,71250,flagy-71250
29087,marcigny,71110,marcigny-71110
29088,chânes,71570,chânes-71570
29089,messey-sur-grosne,71940,messey-sur-grosne-71940
29090,chevagny-les-chevrières,71960,chevagny-les-chevrières-71960
29091,savigny-sur-seille,71440,savigny-sur-seille-71440
29092,pontoux,71270,pontoux-71270
29093,saint-vincent-en-bresse,71440,saint-vincent-en-bresse-71440
29094,saint-didier-en-brionnais,71110,saint-didier-en-brionnais-71110
29095,pressy-sous-dondin,71220,pressy-sous-dondin-71220
29096,joncy,71460,joncy-71460
29097,azé,71260,azé-71260
29098,chassigny-sous-dun,71170,chassigny-sous-dun-71170
29099,romenay,71470,romenay-71470
29100,le breuil,71670,le breuil-71670
29101,chassey-le-camp,71150,chassey-le-camp-71150
29102,sassenay,71530,sassenay-71530
29103,saint-andré-le-désert,71220,saint-andré-le-désert-71220
29104,chenay-le-châtel,71340,chenay-le-châtel-71340
29105,iguerande,71340,iguerande-71340
29106,dracy-le-fort,71640,dracy-le-fort-71640
29107,saint-micaud,71460,saint-micaud-71460
29108,ratte,71500,ratte-71500
29109,chenôves,71940,chenôves-71940
29110,buffières,71250,buffières-71250
29111,le rousset,71220,le rousset-71220
29112,devrouze,71330,devrouze-71330
29113,palinges,71430,palinges-71430
29114,vauban,71800,vauban-71800
29115,baron,71120,baron-71120
29116,sagy,71580,sagy-71580
29117,massy,71250,massy-71250
29118,épertully,71360,épertully-71360
29119,saint-albain,71260,saint-albain-71260
29120,saint-martin-de-salencey,71220,saint-martin-de-salencey-71220
29121,saint-maurice-lès-châteauneuf,71740,saint-maurice-lès-châteauneuf-71740
29122,chissey-en-morvan,71540,chissey-en-morvan-71540
29123,saint-pierre-le-vieux,71520,saint-pierre-le-vieux-71520
29124,sommant,71540,sommant-71540
29125,blanot,71250,blanot-71250
29126,crissey,71530,crissey-71530
29127,saules,71940,saules-71940
29128,villeneuve-en-montagne,71390,villeneuve-en-montagne-71390
29129,sainte-croix,71470,sainte-croix-71470
29130,montcony,71500,montcony-71500
29131,charnay-lès-chalon,71350,charnay-lès-chalon-71350
29132,montagny-près-louhans,71500,montagny-près-louhans-71500
29133,la grande-verrière,71990,la grande-verrière-71990
29134,saint-andré-en-bresse,71440,saint-andré-en-bresse-71440
29135,juif,71440,juif-71440
29136,saint-julien-de-jonzy,71110,saint-julien-de-jonzy-71110
29137,beaubery,71220,beaubery-71220
29138,bruailles,71500,bruailles-71500
29139,nochize,71600,nochize-71600
29140,verzé,71960,verzé-71960
29141,matour,71520,matour-71520
29142,la chapelle-de-bragny,71240,la chapelle-de-bragny-71240
29143,damerey,71620,damerey-71620
29144,chapaize,71460,chapaize-71460
29145,gibles,71800,gibles-71800
29146,la celle-en-morvan,71400,la celle-en-morvan-71400
29147,cheilly-lès-maranges,71150,cheilly-lès-maranges-71150
29148,montpont-en-bresse,71470,montpont-en-bresse-71470
29149,cuiseaux,71480,cuiseaux-71480
29150,lesme,71140,lesme-71140
29151,ouroux-sous-le-bois-sainte-marie,71800,ouroux-sous-le-bois-sainte-marie-71800
29152,la roche-vineuse,71960,la roche-vineuse-71960
29153,vérissey,71440,vérissey-71440
29154,senozan,71260,senozan-71260
29155,bizots,71710,bizots-71710
29156,saint-romain-sous-gourdon,71230,saint-romain-sous-gourdon-71230
29157,tronchy,71440,tronchy-71440
29158,plottes,71700,plottes-71700
29159,granges,71390,granges-71390
29160,hurigny,71870,hurigny-71870
29161,saint-jean-de-vaux,71640,saint-jean-de-vaux-71640
29162,la genête,71290,la genête-71290
29163,gergy,71590,gergy-71590
29164,morlet,71360,morlet-71360
29165,saint-eugène,71320,saint-eugène-71320
29166,changé,21340,changé-21340
29167,saint-ambreuil,71240,saint-ambreuil-71240
29168,chaintré,71570,chaintré-71570
29169,couches,71490,couches-71490
29170,saint-germain-en-brionnais,71610,saint-germain-en-brionnais-71610
29171,artaix,71110,artaix-71110
29172,saint-jean-de-trézy,71490,saint-jean-de-trézy-71490
29173,saint-aubin-en-charollais,71430,saint-aubin-en-charollais-71430
29174,saint-christophe-en-brionnais,71800,saint-christophe-en-brionnais-71800
29175,bois-sainte-marie,71800,bois-sainte-marie-71800
29176,pruzilly,71570,pruzilly-71570
29177,laizé,71870,laizé-71870
29178,uchon,71190,uchon-71190
29179,fontenay,71120,fontenay-71120
29180,saint-léger-sous-beuvray,71990,saint-léger-sous-beuvray-71990
29181,germagny,71460,germagny-71460
29182,saint-edmond,71740,saint-edmond-71740
29183,paray-le-monial,71600,paray-le-monial-71600
29184,la petite-verrière,71400,la petite-verrière-71400
29185,navilly,71270,navilly-71270
29186,saint-martin-sous-montaigu,71640,saint-martin-sous-montaigu-71640
29187,frontenaud,71580,frontenaud-71580
29188,simard,71330,simard-71330
29189,lans,71380,lans-71380
29190,chiddes,71220,chiddes-71220
29191,saint-martin-la-patrouille,71460,saint-martin-la-patrouille-71460
29192,saint-désert,71390,saint-désert-71390
29193,perrigny-sur-loire,71160,perrigny-sur-loire-71160
29194,sanvignes-les-mines,71410,sanvignes-les-mines-71410
29195,issy-l'évêque,71760,issy-l'évêque-71760
29196,dennevy,71510,dennevy-71510
29197,fretterans,71270,fretterans-71270
29198,anost,71550,anost-71550
29199,hautefond,71600,hautefond-71600
29200,monthelon,71400,monthelon-71400
29201,jambles,71640,jambles-71640
29202,bissy-sur-fley,71460,bissy-sur-fley-71460
29203,donzy-le-national,71250,donzy-le-national-71250
29204,lalheue,71240,lalheue-71240
29205,bourgvilain,71630,bourgvilain-71630
29206,martigny-le-comte,71220,martigny-le-comte-71220
29207,grandvaux,71430,grandvaux-71430
29208,la comelle,71990,la comelle-71990
29209,versaugues,71110,versaugues-71110
29210,chalmoux,71140,chalmoux-71140
29211,cuzy,71320,cuzy-71320
29212,saisy,71360,saisy-71360
29213,montmort,71320,montmort-71320
29214,guerfand,71620,guerfand-71620
29215,burnand,71460,burnand-71460
29216,champlecy,71120,champlecy-71120
29217,la chaux,71310,la chaux-71310
29218,le tartre,71330,le tartre-71330
29219,saint-didier-en-bresse,71620,saint-didier-en-bresse-71620
29220,la chapelle-de-guinchay,71570,la chapelle-de-guinchay-71570
29221,bellevesvre,71270,bellevesvre-71270
29222,pourlans,71270,pourlans-71270
29223,saint-bérain-sur-dheune,71510,saint-bérain-sur-dheune-71510
29224,saint-vincent-des-prés,71250,saint-vincent-des-prés-71250
29225,saint-gilles,71510,saint-gilles-71510
29226,burzy,71460,burzy-71460
29227,la charmée,71100,la charmée-71100
29228,le planois,71330,le planois-71330
29229,semur-en-brionnais,71110,semur-en-brionnais-71110
29230,saint-amour-bellevue,71570,saint-amour-bellevue-71570
29231,saint-martin-de-lixy,71740,saint-martin-de-lixy-71740
29232,sainte-radegonde,71320,sainte-radegonde-71320
29233,saint-sernin-du-bois,71200,saint-sernin-du-bois-71200
29234,massilly,71250,massilly-71250
29235,oyé,71610,oyé-71610
29236,montceaux-ragny,71240,montceaux-ragny-71240
29237,ouroux-sur-saône,71370,ouroux-sur-saône-71370
29238,dampierre-en-bresse,71310,dampierre-en-bresse-71310
29239,mâcon,71870,mâcon-71870
29240,préty,71290,préty-71290
29241,lessard-le-national,71530,lessard-le-national-71530
29242,sennecey-le-grand,71240,sennecey-le-grand-71240
29243,montmelard,71520,montmelard-71520
29244,bussières,71960,bussières-71960
29245,saint-symphorien-d'ancelles,71570,saint-symphorien-d'ancelles-71570
29246,cronat,71140,cronat-71140
29247,vergisson,71960,vergisson-71960
29248,collonge-la-madeleine,71360,collonge-la-madeleine-71360
29249,ciel,71350,ciel-71350
29250,la salle,71260,la salle-71260
29251,saint-vérand,71570,saint-vérand-71570
29252,melay,71340,melay-71340
29253,la villeneuve,71270,la villeneuve-71270
29254,chalon-sur-saône,71100,chalon-sur-saône-71100
29255,savigny-en-revermont,71580,savigny-en-revermont-71580
29256,torpes,71270,torpes-71270
29257,le puley,71460,le puley-71460
29258,saint-point,71630,saint-point-71630
29259,marizy,71220,marizy-71220
29260,saunières,71350,saunières-71350
29261,royer,71700,royer-71700
29262,marnay,71240,marnay-71240
29263,vers,71240,vers-71240
29264,la loyère,71530,la loyère-71530
29265,saint-ythaire,71460,saint-ythaire-71460
29266,oslon,71380,oslon-71380
29267,le miroir,71480,le miroir-71480
29268,palleau,71350,palleau-71350
29269,saint-huruge,71460,saint-huruge-71460
29270,martailly-lès-brancion,71700,martailly-lès-brancion-71700
29271,saint-léger-lès-paray,71600,saint-léger-lès-paray-71600
29272,cluny,71250,cluny-71250
29273,clermain,71520,clermain-71520
29274,saint-vincent-bragny,71430,saint-vincent-bragny-71430
29275,montbellet,71260,montbellet-71260
29276,sivignon,71220,sivignon-71220
29277,milly-lamartine,71960,milly-lamartine-71960
29278,charolles,71120,charolles-71120
29279,cressy-sur-somme,71760,cressy-sur-somme-71760
29280,saint-boil,71940,saint-boil-71940
29281,varennes-lès-mâcon,71000,varennes-lès-mâcon-71000
29282,la chapelle-du-mont-de-france,71520,la chapelle-du-mont-de-france-71520
29283,vinzelles,71680,vinzelles-71680
29284,sologny,71960,sologny-71960
29285,beauvernois,71270,beauvernois-71270
29286,dyo,71610,dyo-71610
29287,gilly-sur-loire,71160,gilly-sur-loire-71160
29288,péronne,71260,péronne-71260
29289,tavernay,71400,tavernay-71400
29290,prissé,71960,prissé-71960
29291,saint-denis-de-vaux,71640,saint-denis-de-vaux-71640
29292,donzy-le-pertuis,71250,donzy-le-pertuis-71250
29293,dompierre-les-ormes,71520,dompierre-les-ormes-71520
29294,vindecy,71110,vindecy-71110
29295,longepierre,71270,longepierre-71270
29296,l'abergement-sainte-colombe,71370,l'abergement-sainte-colombe-71370
29297,serrigny-en-bresse,71310,serrigny-en-bresse-71310
29298,viry,71120,viry-71120
29299,flacey-en-bresse,71580,flacey-en-bresse-71580
29300,saint-maurice-lès-couches,71490,saint-maurice-lès-couches-71490
29301,tintry,71490,tintry-71490
29302,champforgeuil,71530,champforgeuil-71530
29303,saint-gervais-en-vallière,71350,saint-gervais-en-vallière-71350
29304,saint-didier-sur-arroux,71190,saint-didier-sur-arroux-71190
29305,saint-maurice-de-satonnay,71260,saint-maurice-de-satonnay-71260
29306,saint-pierre-de-varennes,71670,saint-pierre-de-varennes-71670
29307,dompierre-sous-sanvignes,71420,dompierre-sous-sanvignes-71420
29308,ormes,71290,ormes-71290
29309,allerey-sur-saône,71350,allerey-sur-saône-71350
29310,curdin,71130,curdin-71130
29311,bordes,71350,bordes-71350
29312,uchizy,71700,uchizy-71700
29313,gueugnon,71130,gueugnon-71130
29314,chissey-lès-mâcon,71460,chissey-lès-mâcon-71460
29315,vitry-lès-cluny,71250,vitry-lès-cluny-71250
29316,saint-gengoux-de-scissé,71260,saint-gengoux-de-scissé-71260
29317,la chapelle-sous-uchon,71190,la chapelle-sous-uchon-71190
29318,crêches-sur-saône,71680,crêches-sur-saône-71680
29319,varennes-le-grand,71240,varennes-le-grand-71240
29320,montcoy,71620,montcoy-71620
29321,écuisses,71210,écuisses-71210
29322,la racineuse,71310,la racineuse-71310
29323,sampigny-lès-maranges,71150,sampigny-lès-maranges-71150
29324,chauffailles,71170,chauffailles-71170
29325,montcenis,71710,montcenis-71710
